Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M0866,Vinogradovsky Coal Mine,Виноградовский,https://www.gem.wiki/Vinogradovsky_coal_mine,,Operating,,,,KTK,KTK,Production,4.9,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,112,-,-,-,-,-,-,23,,Karakan,,Belovsky,Kemerovo,Russia,Eurasia,54.395251,86.80933,Exact,,,,2004,
M1077,Viper Coal Mine,,https://www.gem.wiki/Viper_Mine,,Operating,,,,Black Mountain Resources,"Jesse R Sizemore, (50%) Amy R Sizemore (50%)",Production,1.5,1.7,Underground,,,373,Estimate,Bituminous,,254,39.2,-,-,-,-,-,-,26,Illinois Basin,,,,Illinois,United States,US & Canada,39.947187,-89.497976,Exact,,,,,
M0463,Visonta Bükkábrány Coal Mines,,https://www.gem.wiki/Visonta_Bükkábrány_mines,,Operating,,,,Mátrai Erömü Zrt (MÁTRA),"RWE Power (33%), Magyar Villamos Müvek Zrt (33%), ENBW Trust (33%)",Production,6.9,,Surface,Strip,,80,Exact,Lignite,Thermal,,770,-,-,-,-,-,-,112,,Visonta,,,Heves,Hungary,Europe (EU-27),47.747895,20.055917,Exact,Coal Plant,Matra Power Station,https://www.gem.wiki/Matra_power_station,,
M0158,Vista Coal Mine,Coalspur Mine,https://www.gem.wiki/Vista_coal_mine,,Operating,,,,Coalspur Mines,Bighorn Mining,Production,5,,Surface,Open Pit,99.84,59,Estimate,Bituminous,Thermal,510,-,-,-,-,-,1031,1322,,Obed Mountain,Hinton,,,Alberta,Canada,US & Canada,53.3961117,-117.6478052,Exact,,,,2019,25
M1460,Vize,,https://www.gem.wiki/Vize_coal_mine,,Proposed,,,,Turkish Coal Enterprise (TKI),TBD,Production,0.825,,Underground,,,494,Estimate,Lignite,,,-,-,-,-,-,-,-,,,Kiklareli Visa,,,Topçuköy,Turkey,Europe (non-EU),41.728996,27.227462,Approximate,,,,,
M1313,Vlakfontein,,https://www.gem.wiki/Vlakfontein_coal_mine,,Operating,,,,,African Exploration Mining and Finance Corporation,Production,2.496,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,300,56,-,-,-,-,-,-,22,,,,Witbank,Mpumalanga,South Africa,Africa & Middle East,-26.012217,28.959867,Exact,Coal Plant,Kendal Power Station,https://www.gem.wiki/Kendal_Power_Station,2011,25
M1297,Vlakvarkfontein,Ntshovelo Mining,https://www.gem.wiki/Vlakvarkfontein_coal_mine,,Operating,,,,Continental Coal,IchorCoal,Production,1.32,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,7,,,,,Delmas,Mpumalanga,South Africa,Africa & Middle East,-26.09176,28.903528,Exact,,,,2010,6
M0867,Vorgashorskaya Coal Mine,,https://www.gem.wiki/Vorgashorskaya_mine,,Proposed,Pre-Permit,Expansion,,Vorkutaugol,Severstal-Resource,Capacity,2.5,,Underground,,,448,Estimate,Bituminous,Met,,19,-,-,-,-,-,-,7,Pechora,Vorkuta,,,Komi,Russia,Eurasia,67.5953177,63.6160208,Exact,,,,2023,
M0867,Vorgashorskaya Coal Mine,,https://www.gem.wiki/Vorgashorskaya_mine,,Operating,,,,Vorkutaugol,Severstal-Resource,Production,2.9,,Underground,,,448,Estimate,Bituminous,Met,,-,-,-,-,-,-,-,,,Vorkuta,,,Komi,Russia,Eurasia,67.5953177,63.6160208,Exact,,,,1975,
M0868,Vorkutinskaya Coal Mine,Воркутинская,https://www.gem.wiki/Vorkutinskaya_coal_mine,,Operating,,,,Vorkutaugol,Severstal-Resource,Production,1.8,,Underground,,,448,Estimate,Bituminous,Met,,40,-,-,-,-,-,-,22,,Vorkuta,,Vorkuta Urban,Komi,Russia,Eurasia,67.525242,64.021282,Exact,,,,2017,
M0869,Vostochno-Beisky Coal Mine,Восточно-Бейский,https://www.gem.wiki/Vostochno-Beisky_coal_mine,,Proposed,Permitted,Expansion,,JSC SUEK,Siberian Coal Energy Company (SUEK),Capacity,1.5,,Surface,Open Pit,,59,Estimate,Bituminous,,,123,123,-,-,-,-,-,82,,,,,Khakasiya,Russia,Eurasia,53.30865,91.380636,Exact,,,,2021,
M0870,Vostochny (Salek) Coal Mine,"Salek ZAO, Восточный Салек",https://www.gem.wiki/Vostochny_coal_mine_(Salek),,Operating,,,,ZAO Salek,Siberian Business Union-Coal,Production,4.2,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,,Bolshaya Talda,,Prokopyevsky,Kemerovo,Russia,Eurasia,54.187151,87.039185,Exact,,,,2010,
M0871,Vostochny Coal Mine,"Vostok, Восточный",https://www.gem.wiki/Vostochny_coal_mine,,Proposed,Announced,Expansion,,,"SibAnthracite Group (50%), Vostok Coal (50%)",Capacity,3.7,,Surface,Open Pit,,59,Estimate,Bituminous,,,151,-,-,-,-,-,-,41,,Ust-Chem,,Iskitimsky,Novosibirsk,Russia,Eurasia,54.64694,83.627027,Exact,,,,2020,
M0871,Vostochny Coal Mine,"Vostok, Восточный",https://www.gem.wiki/Vostochny_coal_mine,,Operating,,,,,"SibAnthracite Group (50%), Vostok Coal (50%)",Production,6.3,,Surface,Open Pit,,59,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,Ust-Chem,,Iskitimsky,Novosibirsk,Russia,Eurasia,54.64694,83.627027,Exact,,,,2016,
M0723,Vostochny Coal Mine (Kazakhstan),,https://www.gem.wiki/Vostochny_coal_mine_(Kazakhstan),,Operating,,,,Eurasian Energy Corporation JSC,ERG Eurasian Group,Production,18,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,6000,151,-,-,-,-,-,-,8,Ekibastuz,Aksu,,,Pavlodar,Kazakhstan,Eurasia,52.083831,76.860478,Approximate,Coal Plant,Aksu Power Station,https://www.gem.wiki/Aksu_power_station,1996,
M0872,Vostokcoal-Diskon Coal Mine,"Arctic Mining Company-Dikson, Востокуголь - Диксон",https://www.gem.wiki/VostokCoal_-_Dikson_coal_mine,,Proposed,Pre-Permit,New,,"Vostokcoal-Dikson, LLC",VostokCoal,Capacity,30,,Surface,Open Pit,,59,Estimate,Bituminous,,,-,-,-,-,-,-,225000,,Sugodinsko-Ogodginskoye,Dikson,,,Krasnoyarsk Krai,Russia,Eurasia,73.509776,80.530612,Approximate,Terminal (Export),,,2019,
M0873,Vostokugol-Dikson Coal Cluster,Malolembersky and Nizhneleleberovsky,https://www.gem.wiki/VostokUgol-Dikson_Coal_Cluster_in_Taimyr,,Proposed,Permitted,New,,"Vostokugol-Dixon, Arctic Mining Company (AGK)",VostokCoal,Capacity,1,,Underground,,,448,Estimate,Anthracite,,,69,-,-,-,-,-,-,69,"Malolemberovskoye, Nizhneleleberovsky",Dikson,,Taimyr Dolgan-Nenets,Krasnoyarsk Territory,Russia,Eurasia,73.5072265,80.5350454,Approximate,,,,2024,
M0874,Vostsibugol-Khakassia Coal Mine,Востсибуголь-Хакасия,https://www.gem.wiki/Vostsibugol-Khakassia_coal_project,,Proposed,Exploration,New,,VostSibUgol (VSU) Company,En+Group,Capacity,4,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,170,-,-,-,-,-,-,43,Beyskoye,,,,Khakassia,Russia,Eurasia,53.365304,91.209011,Exact,,,,2019,
M0451,Vrsany Coal Mine,VUAS,https://www.gem.wiki/Vrsany_coal_mine,,Operating,,,,Vrsanska Uhelna,Sev.en,Production,7.8,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,-,-,-,-,-,-,-,,Northern Bohemian Basin,Most,,,,Czech Republic,Europe (EU-27),50.491799,13.561962,Exact,,,,1982,
M0111,Wallarah 2 Coal Project,,https://www.gem.wiki/Wallarah_2_Coal_Project,,Proposed,Permitted,New,,Wyong Areas Coal Joint Venture,"Kores Australia (82%), Sojitz Coal (5%), Kyungdong (4%), SK Networks Resources Australia (4%), SK Networks Resources (4%)",Capacity,5,,Underground,Longwall,,255,Exact,Subbituminous,Thermal,300,-,-,-,-,-,375,-,,Newcastle,Wyong,,,New South Wales,Australia,Australia & NZ,-33.223341,151.390511,Exact,Terminal (Export),Port of Newcastle,https://www.gem.wiki/Port_of_Newcastle,2025,33
M0112,Walton Coal Mine,,https://www.gem.wiki/Walton_coal_project,,Proposed,Pre-Permit,New,,Walton Coal,Aquila Resources,Capacity,1.6,,Surface,Open Pit,,59,Estimate,Bituminous,Met,223,-,-,-,16,5,21,28,,Bowen,Bluff,,,Queensland,Australia,Australia & NZ,-23.58232637,149.2181492,Approximate,Terminal (Export),Wiggins Island Coal Export Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,2023,
M0113,Wambo Coal Mine,"Wambo Underground, Wambo Opencast",https://www.gem.wiki/Wambo_Mine,,Operating,,,,Peabody Energy Australia,Peabody Energy,Production,4.99,5.5,Underground,Mixed,,500,Estimate,Bituminous,Thermal & Met,280,118,-,-,-,-,-,-,24,Sydney,Warkworth,,,New South Wales,Australia,Australia & NZ,-32.575524,151.006688,Exact,,,,1969,
M0365,Wangfeng Coal Mine,陕西陕煤韩城矿业有限公司王峰煤矿,https://www.gem.wiki/Wang_Feng_coal_mine,https://www.gem.wiki/陕西陕煤韩城矿业有限公司王峰煤矿,Proposed,Construction,New,,Shaanxi Shanmei Hancheng Mining Industry Company,Shaanxi Coal and Chemical Industry Group,Capacity,3,,Underground,,82.02,490,Estimate,Bituminous,,1215,295.75,-,-,-,-,-,-,99,Weibei,,Sangshuping Town,Han Cheng,Shaanxi,China,East Asia,35.687856,110.555544,Approximate,,,,,70.4
M0366,Wangjialing Coal Mine,山西中煤华晋能源有限责任公司王家岭煤矿,https://www.gem.wiki/Wangjialing_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E4%B8%AD%E7%85%A4%E5%8D%8E%E6%99%8B%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%8E%8B%E5%AE%B6%E5%B2%AD%E7%85%A4%E7%9F%BF,Operating,,,,Shanxi Zhongmei Huajin Energy,"China Coal (29%), HKSCC Nominees Limited (15%), Shanxi Coking Coal Group (25%), Others (31%)",Capacity,6,,Underground,,119.71,490,Estimate,Bituminous,Met,,-,-,-,1021,-,-,-,,,,Xiangning County,Yuncheng,Shanxi,China,East Asia,35.702102,110.686347,Exact,,,,2014,82
M1216,Wangjialing Coal Mine (SCTS),山西煤炭运销集团有限公司王家岭煤矿（山西王家岭煤业有限公司）,https://www.gem.wiki/Wangjialing_Coal_Mine(Shanxi_Coal_Transportation_and_Sales),https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%8E%8B%E5%AE%B6%E5%B2%AD%E7%85%A4%E7%9F%BF,Operating,,,,"Shanxi Coal Transportation and Sales Group Co., Ltd.（76%）Guodian Fuel Co., Ltd.（24%）","Jinneng Group Co., Ltd.",Capacity,4,,Underground,Longwall,34.4471,490,Estimate,Lignite,Thermal,467,431,-,-,-,-,-,-,108,Hedong,Sunjiagou Town,Baode County,Xinzhou,Shanxi,China,East Asia,38.873133,111.117042,Exact,,,,2014,62
M0367,Wangjiata Coal Mine,新能矿业有限公司王家塔煤矿,https://www.gem.wiki/Wangjiata_coal_mine,https://www.gem.wiki/新能矿业有限公司王家塔煤矿,Operating,,,,Xin Neng Ming Company,"Xin’ao Holding Investment Company (31%), Hongchuang (Shenzhen) Investment Center (10%), Langfang Heyuan Investment Center (8%), Hebei Weiyuan Group (7%), Others (44%)",Capacity,8,,Underground,,56.67,490,Estimate,Bituminous,Thermal,,661,-,-,-,-,-,-,83,"Dongsheng Coalfield, Inner Mongolia",Nalintaohe Town,Ejin Horo Banner,Ordos,Inner Mongolia,China,East Asia,39.676306,110.001415,Exact,,,,2012,
M1217,Wangpo Coal Mine,山西天地王坡煤业有限公司,https://www.gem.wiki/Wangpo_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%A4%A9%E5%9C%B0%E7%8E%8B%E5%9D%A1%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"China Coal Science and Industry Energy Technology Development Co., Ltd. (39.48%) Zezhou County State-owned Capital Investment Operation Co., Ltd. (38.59%) Coal Science and Technology Research Institute Co., Ltd. (21.93%)",China Coal Science and Industry Group,Capacity,3,,Underground,Longwall,25.35,490,Estimate,Anthracite,Thermal,2214,125.22,-,-,-,-,-,-,42,Qinshui,Xiacun Town,Zezhou County,Jincheng,Shanxi,China,East Asia,35.672603,112.729042,Exact,,,,2005,30.7
M0368,Wangwa Coal Mine,宁夏王洼煤业有限公司王洼煤矿,https://www.gem.wiki/Wangwa_Coal_Mine,https://www.gem.wiki/宁夏王洼煤业有限公司王洼煤矿,Proposed,Construction,Expansion,,Ningxia Wangwa Coal Industry Company,"Aluminum Corporation of China (23%), Ningxia Huimin Investment and Financing Company (17%), Beijing Energy (5%), Ningxia Power Investment Group (5%), Others (50%)",Capacity,4.8,,Underground,,39.70,490,Estimate,Bituminous,,,439.3,-,-,-,-,-,-,92,,Wangwa Town,Pengyang,Guyuan,Ningxia,China,East Asia,36.163732,106.616037,Exact,,,,,56.3
M1218,Wangwa No.2 Coal Mine,宁夏王洼煤业有限公司王洼二矿,https://www.gem.wiki/Wangwa_No.2_Coal_Mine,https://www.gem.wiki/%E5%AE%81%E5%A4%8F%E7%8E%8B%E6%B4%BC%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%8E%8B%E6%B4%BC%E4%BA%8C%E7%9F%BF,Operating,,,,"Ningxia Wangwa Coal Industry Co., Ltd.",Aluminum Corporation of China,Capacity,3,,Underground,Longwall,8.7216,250,Exact,Bituminous,Thermal,711,183,-,-,-,-,-,-,61,,Wangwa Town,Pengyang,Guyuan,Ningxia,China,East Asia,36.152813,106.602142,Exact,,,,2010,31.64
M0369,Wanli No.1 Coal Mine,中国神华能源股份有限公司万利一矿,https://www.gem.wiki/Wanli_No.1_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%87%E5%88%A9%E4%B8%80%E7%9F%BF,Operating,,,,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Capacity,10,,Underground,,91.37,490,Estimate,Subbituminous,Thermal,,520,-,-,-,-,-,-,52,,Wanli Town,Dongsheng District,Ordos,Inner Mongolia,China,East Asia,39.977906,109.882281,Exact,,,,2009,37
M1219,Wanniang Coal Mine,冀中能源峰峰集团有限公司万年矿,https://www.gem.wiki/Wannian_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%87%E5%B9%B4%E7%9F%BF,Operating,,,,"Jizhong Energy Fengfeng Group Co., Ltd.","Jizhong Energy Group Co., Ltd.",Capacity,3,,Underground,,,490,Estimate,Anthracite,Thermal,2427,32.43,-,-,-,-,-,-,11,,Cishan Town,Wu'an City,Handan,Hebei,China,East Asia,36.590920,114.127236,Exact,,,,1976,
M1220,Wantugou Coal Mine,内蒙古博源煤化工有限责任公司湾图沟煤矿,https://www.gem.wiki/Wantugou_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%9A%E6%BA%90%E7%85%A4%E5%8C%96%E5%B7%A5%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%B9%BE%E5%9B%BE%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,,,,"Inner Mongolia Boyuan Coal Chemical Co., Ltd.","Inner Mongolia Yuanxing Energy Co., Ltd. ( 70%), Hong Kong Resources Investment Co., Ltd. (30%)",Capacity,4.5,,Underground,Longwall,21.8196,490,Estimate,Bituminous,Thermal,346,253.38,-,-,-,-,-,-,56,Dongsheng of Shengdong,Ulanmulun Town,Yijinhuoluo Banner,Ordos,Inner Mongolia,China,East Asia,39.495115,109.973302,Exact,,,,2011,30
M0705,Wara Coal Mine,,https://www.gem.wiki/Wara_coal_mine,,Operating,,,,Adaro Indonesia,Adaro Group,Production,6.7,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,286,267,19,1154,296,1450,1760,43,Barito,,,Tabalong,South Kalimantan,Indonesia,South East Asia,-2.204484,115.527798,Exact,Terminal (Export),Pulau Laut Coal Terminal,https://www.gem.wiki/Pulau_Laut_Coal_Terminal,2010,
M0114,Wards Well Coal Mine,,https://www.gem.wiki/Wards_Well_-_Lancewood_coal_project,,Proposed,Announced,New,,"Queensland Coal, BHP Mitsubishi Alliance (BMA)","BHP (50%), Mitsubishi Corporation (50%)",Capacity,6,,Underground,Longwall,,400,Estimate,Bituminous,Met,500,-,-,-,-,-,-,1158,,Bowen,Emerald,,,Queensland,Australia,Australia & NZ,-21.598813,147.958654,Exact,,,,2023,
M0706,WBM Coal Mine,,https://www.gem.wiki/WBM_coal_mine,,Operating,,,,Wahana Baratama Mining,Bayan Resources,Production,1.5,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,13.8,-,-,-,-,-,55.8,9,,,Satui,Tanah Bumbu,South Kalimantan,Indonesia,South East Asia,-3.737844,115.297344,Exact,,,,2007,
M1221,Weijiadi Coal Mine,甘肃靖远煤电股份有限公司魏家地煤矿,https://www.gem.wiki/Weijiadi_Coal_Mine,https://www.gem.wiki/%E7%94%98%E8%82%83%E9%9D%96%E8%BF%9C%E7%85%A4%E7%94%B5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%AD%8F%E5%AE%B6%E5%9C%B0%E7%85%A4%E7%9F%BF,Operating,,,,"Gansu Jingyuan Coal and Electricity Co., Ltd.","Gansu Energy Chemical Investment Group Co., Ltd.",Capacity,3,,Underground,Longwall,21.04,1640,Exact,Subbituminous,Thermal,2492,156.5583,-,-,-,-,-,-,52,Baojishan,Weikuang Road,Pingchuan District,Baiyin,Gansu,China,East Asia,36.711438,104.915286,Exact,,,,1989,62.04
M0370,Weijiamao Open Pit Mine,北方魏家峁煤电有限责任公司魏家峁露天煤矿,https://www.gem.wiki/Weijiamao_Surface_Mine,https://www.gem.wiki/%E5%8C%97%E6%96%B9%E9%AD%8F%E5%AE%B6%E5%B3%81%E7%85%A4%E7%94%B5%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%AD%8F%E5%AE%B6%E5%B3%81%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,North Weijiamao Coal Power Company,"China Huaneng (42%), Guangdong Hengjian Investment Holding Company, (8%) National Energy Investment Group (3%), China Securities Finance Corporation (3%), Others (44%)",Capacity,6,,Surface,Open Pit,52.63,59,Estimate,Bituminous,Thermal,,691,-,-,-,-,-,-,115,,Longkou Town,Jungar Banner,Ordos,Inner Mongolia,China,East Asia,39.534982,111.29515,Exact,,,,2014,114
M1222,Weiqiang Coal Mine,陕西延长石油集团横山魏墙煤业有限公司,https://www.gem.wiki/Weiqiang_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%BB%B6%E9%95%BF%E7%9F%B3%E6%B2%B9%E9%9B%86%E5%9B%A2%E6%A8%AA%E5%B1%B1%E9%AD%8F%E5%A2%99%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"Shaanxi Yanchang Petroleum Group Hengshan Weiqiang Coal Industry Co., Ltd.","Shaanxi Yanchang Petroleum (Group) Co., Ltd.(51%)",Capacity,6,,Underground,Longwall,82.972,140,Exact,Bituminous,Thermal,664,198.81,-,-,-,-,-,-,33,Hengyu,Hengshan Town,Hengshan District,Yulin,Shaanxi,China,East Asia,38.026939,109.285876,Exact,,,,2016,
M0371,Weizigou Coal Mine,中煤能源新疆鸿新煤业有限公司苇子沟煤矿一期,https://www.gem.wiki/Weizigou_coal_mine_(phase_I),https://www.gem.wiki/中煤能源新疆鸿新煤业有限公司苇子沟煤矿一期,Proposed,Construction,New,,China Coal Energy Xinjiang Hongxin Coal Industry Company,"China Coal (49%), Xinjiang Hongxin Construction Group (20%), Others (31%)",Capacity,2.4,,Underground,,25.30,490,Estimate,Bituminous,Thermal,50,234.67,-,-,-,-,-,-,98,Zhunnan,Shitizi Town,Hutubi County,Changji Hui Autonomous Prefecture,Xinjiang,China,East Asia,43.963239,86.810238,Exact,,,,,69.8
M0944,Welgemeend Coal Mine,,https://www.gem.wiki/Welgemeend_coal_mine,,Operating,,,,Mbuyelo Coal,IchorCoal,Production,2.4,,Underground & Surface,Mixed,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,56,,,Hendrina,Steve Tshwete,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.1678722,29.8631123,Exact,,,,2015,
M0945,Welstand Coal Mine,TNC,https://www.gem.wiki/Welstand_coal_project,,Proposed,Pre-Permit,New,,Mbuyelo Coal,IchorCoal,Capacity,3,,Underground & Surface,Mixed,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,89,,Highveld,Kriel,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.3243535,29.2614021,Approximate,,,,TBD,
M0946,Weltevreden Project,Klipspruit Life Extension Project,https://www.gem.wiki/Weltevreden_coal_project,,Proposed,Construction,Expansion,,South Africa Energy Coal (SAEC),South32,Capacity,8.0,,Underground & Surface,Mixed,,59,Estimate,Bituminous,Thermal,740,-,-,-,-,-,-,-,,Witbank,Phola,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-25.991333,29.061537,Exact,,,,TBD,20
M0460,Welzow-Süd Coal Mine,,https://www.gem.wiki/Welzow-Süd_coal_mine,,Operating,,,,LEAG,EPH,Production,17.4,,Surface,Open Pit,,120,Exact,Lignite,Thermal,,-,-,-,-,-,-,-,,,Welzow,,,Brandenburg,Germany,Europe (EU-27),51.599444,14.278889,Exact,,,,1959,20
M1223,Wenjiapo Coal Mine,陕西彬长文家坡矿业有限公司文家坡煤矿,https://www.gem.wiki/Wenjiapo_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%BD%AC%E9%95%BF%E6%96%87%E5%AE%B6%E5%9D%A1%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%87%E5%AE%B6%E5%9D%A1%E7%85%A4%E7%9F%BF,Operating,,,,"Shaanxi Binchang Wenjiapo Mining Co., Ltd.","Shaanxi Coal and Chemical Industry Group Co,.Ltd.",Capacity,4,,Underground,Longwall,79.6903,490,Estimate,Bituminous,Thermal,1585,342.72,-,-,-,-,-,-,86,Shanhuang,Xinmin Town,Binzhou,Xianyang,Shaanxi,China,East Asia,35.121317,108.109274,Exact,Coal Plant,Xinminyuan Power Plant,,2018,61.2
M0372,Wenjiazhuang Coal Mine,山西平舒煤业有限公司温家庄煤矿,https://www.gem.wiki/Wenjiazhuang_Coal_Mine,https://www.gem.wiki/山西平舒煤业有限公司温家庄煤矿,Proposed,Construction,Expansion,,Shanxi Pingshu Coal Industry Company,"Yang Quan Coal Industry Group (32%), Jinneng Group (21%), Shanxi Boda Group (9%), Shanxi Provincial Coal Industry Agency Service Center (7%), Beijing Sunshine Ruita Investment Consulting Company (4%), Others (27%)",Capacity,4.1,,Underground,,79.37,490,Estimate,Bituminous,,,514.27,-,-,-,-,-,-,125,,"Liujianao Village, Wenjiazhuang Town",Shouyang,Jinzhong,Shanxi,China,East Asia,37.976647,113.182795,Exact,,,,,75.5
M0116,Werris Creek Coal Mine,,https://www.gem.wiki/Werris_Creek_coal_mine,,Operating,,,,Werris Creek Coal,Whitehaven Coal,Production,2.5,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,150,10,9,1,11,-,11,13,4,,,,,New South Wales,Australia,Australia & NZ,-31.40698,150.6395,Exact,,,,2005,
M0649,West Bokaro Coal Mine,,https://www.gem.wiki/West_Bokaro_coal_mine_(Tata),,Operating,,,,"Tata Steel, Coal India",Tata Group (50%) Coal India (50%),Production,5.3,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,,,Ramgarh,Jharkhand,India,South Asia,23.7927473,85.55423096,Exact,,,,,
M1411,West Donbass Coal Mine,"M. I. Stashkov, Zakhidno-Donbasʹka, Zapadno-Donbasskaya, Західно-Донбаська",https://www.gem.wiki/West_Donbass_Coal_Mine,,Operating,,,,DTEK Pavlogradugol,DTEK Group,Production,2.4,,Underground,,,730,Estimate,Bituminous,,,154,-,-,-,-,-,-,64,,Ternivka,,Pavlohrad,Dnipropetrovsk,Ukraine,Europe (non-EU),48.5353716,36.0927552,Exact,,,,1979,
M1078,West Elk Coal Mine,,https://www.gem.wiki/West_Elk_Mine,,Operating,,,,Mountain Coal Company LLC,Arch Resources,Production,3.63,4,Underground,Longwall,,373,Estimate,Bituminous,Thermal,348,53.9,-,-,-,-,-,-,15,Uinta Region,Somerset,Gunnison,,Colorado,United States,US & Canada,38.927032,-107.463917,Exact,,,,1982,
M1078,West Elk Coal Mine,,https://www.gem.wiki/West_Elk_Mine,,Proposed,Permitted,Expansion,,Mountain Coal Company LLC,Arch Resources,Capacity,4.08,4.5,Underground,Longwall,,373,Estimate,Bituminous,Thermal,,9,-,-,-,-,-,-,2,Uinta Region,Somerset,Gunnison,,Colorado,United States,US & Canada,38.927032,-107.463917,Exact,,,,TBD,
M0462,West Macedonia Lignite Centre (WMLC),"Kardia, Main Mavropigis, Komanos, Main Field (Kiriou Pediou), Amyndeon, Florina, Southern Field, Western Field, Northern Field",https://www.gem.wiki/Western_Macedonia_Lignite_Centre,,Operating,,,,Public Power Corporation of Greece S.A,Public Power Corporation of Greece S.A,Production,27.2,,Surface,Open Pit,160,50,Estimate,Lignite,Thermal,2041,1800,-,-,-,-,-,-,66,Western Macadeonia,Ptolemaida,,Kozani,West Macedonia,Greece,Europe (EU-27),40.448222,21.783496,Exact,Coal Plant,Kardia Power Station,https://www.gem.wiki/Kardia_power_station,1956,
